,price,description,Zipcodes,districts,house_size,number_of_rooms
11653,275 €,Single-Wohnung in ruhiger Lage!,28717,Lesum,82,3
11654,1.175 €,"""Downtown"" - 3 Zi.-Neubauwohnung samt Außenstellplatz im Stadtkern",28195,Bremen,162,7
11655,695 €,Tolle 3 Zi Wohnung ruhige Lage in Gröpelingen Lindenhof,28237,Gröpelingen,65,3
11656,631 €,Ihre neue Wohnung: individuelle 3-Zimmer-Wohnung,28213,Neu,40,1
11657,700 €,"3 ZKB, NUR mit JOB - Hausmanagement",27568,Bremerhaven,"32,69",1
11658,500 €,Kleine 3 Zimmer  Wohnung  in Grollad,28259,Huchting,86,3
11659,950 €,Großzügige Wohnung mit Blick auf die Weser - Bremen Blumenthal,28779,Blumenthal,"68,23",3
11660,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,90,3
11661,380 €,2 ZKB in der Innenstadt Bremerhavens mit Fahrstuhl,27568,Bremerhaven,50,3
11662,640 €,RUHIG in HORN! 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in gesuchter Sackgassenlage,28357,Borgfeld,50,2
11663,585 €,Gemütliche 3-Zimmerwohnung mit individuellem Zuschnitt in Bremen-Woltmershausen,28197,Strom,"69,03",3
11664,490 €,Dachgeschosswohning in Walle zu vermieten (Single-Wohnung),28217,Westend,37,2
11665,242 €,schöne kleine 2ZKB im DG,27580,Bremerhaven,49,2
11666,750 €,St. Magnus / Großzügige 3-Zimmer-Wohnung mit Loggia in begehrter Lage,28717,Lesum,88,3
11667,1.330 €,Wohnen im Schnoor in einer Maisonette-Wohnung mit großer Dachterrasse!,28195,Bremen,57,2
11668,580 €,Tolle Maisonette-Wohnung mit 2 Balkonen und Tiefgarage am Sodenmattsee,28259,Sodenmatt,50,2
11669,445 €,schöne große 3ZKB inkl.Küche,27580,Bremerhaven,50,2
11670,823 €,Zwei Zimmer in Findorffer Tor,28215,Findorff-​Bürgerweide,82,3
11671,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,162,7
11672,425 €,Innenstadtnahe-2-Zimmerwohnung,27568,Bremerhaven,65,3
11673,1.030 €,3 Zimmer Senioren Wohnung an der Weser,28217,Handelshäfen,40,1
11674,1.900 €,Großzügige Hochparterre 7 Zimmer Wohnung / Büro / Praxis/ WG,28203,Steintor,"32,69",1
11675,590 €,Schöne 3 Zimmerwohnung im Herzen von Schönebeck mit großzügigem Balkon,28757,Vegesack,86,3
11676,840 €,Schöne 3 Zimmer Wohnung an der Uni ink. Tiefgaragenstellplatz,28359,Horn,"68,23",3
11677,350 €,1-Zimmer-Apartment mit Flair und Blick ins Grüne,28717,Lesum,90,3
11678,1.200 €,"""Blueline"" - 4 Zi.-Neubauwohnung samt Außenstellplatz in der Neustadt!",28201,Buntentor,50,3
11679,350 €,Schöne 2-Zimmer Wohnung in Bremerhaven!,27570,Bremerhaven,50,2
11680,275 €,Single-Wohnung in ruhiger Lage!,28717,Lesum,"69,03",3
11681,1.175 €,"""Downtown"" - 3 Zi.-Neubauwohnung samt Außenstellplatz im Stadtkern",28195,Bremen,37,2
11682,695 €,Tolle 3 Zi Wohnung ruhige Lage in Gröpelingen Lindenhof,28237,Gröpelingen,49,2
11683,631 €,Ihre neue Wohnung: individuelle 3-Zimmer-Wohnung,28213,Neu,88,3
11684,700 €,"3 ZKB, NUR mit JOB - Hausmanagement",27568,Bremerhaven,57,2
11685,500 €,Kleine 3 Zimmer  Wohnung  in Grollad,28259,Huchting,50,2
11686,950 €,Großzügige Wohnung mit Blick auf die Weser - Bremen Blumenthal,28779,Blumenthal,50,2
11687,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,82,3
11688,380 €,2 ZKB in der Innenstadt Bremerhavens mit Fahrstuhl,27568,Bremerhaven,162,7
11689,640 €,RUHIG in HORN! 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in gesuchter Sackgassenlage,28357,Borgfeld,65,3
11690,585 €,Gemütliche 3-Zimmerwohnung mit individuellem Zuschnitt in Bremen-Woltmershausen,28197,Strom,40,1
11691,490 €,Dachgeschosswohning in Walle zu vermieten (Single-Wohnung),28217,Westend,"32,69",1
11692,242 €,schöne kleine 2ZKB im DG,27580,Bremerhaven,86,3
11693,750 €,St. Magnus / Großzügige 3-Zimmer-Wohnung mit Loggia in begehrter Lage,28717,Lesum,"68,23",3
11694,1.330 €,Wohnen im Schnoor in einer Maisonette-Wohnung mit großer Dachterrasse!,28195,Bremen,90,3
11695,580 €,Tolle Maisonette-Wohnung mit 2 Balkonen und Tiefgarage am Sodenmattsee,28259,Sodenmatt,50,3
11696,445 €,schöne große 3ZKB inkl.Küche,27580,Bremerhaven,50,2
11697,823 €,Zwei Zimmer in Findorffer Tor,28215,Findorff-​Bürgerweide,"69,03",3
11698,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,37,2
11699,425 €,Innenstadtnahe-2-Zimmerwohnung,27568,Bremerhaven,49,2
11700,1.030 €,3 Zimmer Senioren Wohnung an der Weser,28217,Handelshäfen,88,3
11701,1.900 €,Großzügige Hochparterre 7 Zimmer Wohnung / Büro / Praxis/ WG,28203,Steintor,57,2
11702,590 €,Schöne 3 Zimmerwohnung im Herzen von Schönebeck mit großzügigem Balkon,28757,Vegesack,50,2
11703,840 €,Schöne 3 Zimmer Wohnung an der Uni ink. Tiefgaragenstellplatz,28359,Horn,50,2
11704,350 €,1-Zimmer-Apartment mit Flair und Blick ins Grüne,28717,Lesum,82,3
11705,1.200 €,"""Blueline"" - 4 Zi.-Neubauwohnung samt Außenstellplatz in der Neustadt!",28201,Buntentor,162,7
11706,350 €,Schöne 2-Zimmer Wohnung in Bremerhaven!,27570,Bremerhaven,65,3
11707,275 €,Single-Wohnung in ruhiger Lage!,28717,Lesum,40,1
11708,1.175 €,"""Downtown"" - 3 Zi.-Neubauwohnung samt Außenstellplatz im Stadtkern",28195,Bremen,"32,69",1
11709,695 €,Tolle 3 Zi Wohnung ruhige Lage in Gröpelingen Lindenhof,28237,Gröpelingen,86,3
11710,631 €,Ihre neue Wohnung: individuelle 3-Zimmer-Wohnung,28213,Neu,"68,23",3
11711,700 €,"3 ZKB, NUR mit JOB - Hausmanagement",27568,Bremerhaven,90,3
11712,500 €,Kleine 3 Zimmer  Wohnung  in Grollad,28259,Huchting,50,3
11713,950 €,Großzügige Wohnung mit Blick auf die Weser - Bremen Blumenthal,28779,Blumenthal,50,2
11714,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,"69,03",3
11715,380 €,2 ZKB in der Innenstadt Bremerhavens mit Fahrstuhl,27568,Bremerhaven,37,2
11716,640 €,RUHIG in HORN! 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in gesuchter Sackgassenlage,28357,Borgfeld,49,2
11717,585 €,Gemütliche 3-Zimmerwohnung mit individuellem Zuschnitt in Bremen-Woltmershausen,28197,Strom,88,3
11718,490 €,Dachgeschosswohning in Walle zu vermieten (Single-Wohnung),28217,Westend,57,2
11719,242 €,schöne kleine 2ZKB im DG,27580,Bremerhaven,50,2
11720,750 €,St. Magnus / Großzügige 3-Zimmer-Wohnung mit Loggia in begehrter Lage,28717,Lesum,50,2
11721,1.330 €,Wohnen im Schnoor in einer Maisonette-Wohnung mit großer Dachterrasse!,28195,Bremen,82,3
11722,580 €,Tolle Maisonette-Wohnung mit 2 Balkonen und Tiefgarage am Sodenmattsee,28259,Sodenmatt,162,7
11723,445 €,schöne große 3ZKB inkl.Küche,27580,Bremerhaven,65,3
11724,823 €,Zwei Zimmer in Findorffer Tor,28215,Findorff-​Bürgerweide,40,1
11725,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,"32,69",1
11726,425 €,Innenstadtnahe-2-Zimmerwohnung,27568,Bremerhaven,86,3
11727,1.030 €,3 Zimmer Senioren Wohnung an der Weser,28217,Handelshäfen,"68,23",3
11728,1.900 €,Großzügige Hochparterre 7 Zimmer Wohnung / Büro / Praxis/ WG,28203,Steintor,90,3
11729,590 €,Schöne 3 Zimmerwohnung im Herzen von Schönebeck mit großzügigem Balkon,28757,Vegesack,50,3
11730,840 €,Schöne 3 Zimmer Wohnung an der Uni ink. Tiefgaragenstellplatz,28359,Horn,50,2
11731,350 €,1-Zimmer-Apartment mit Flair und Blick ins Grüne,28717,Lesum,"69,03",3
11732,1.200 €,"""Blueline"" - 4 Zi.-Neubauwohnung samt Außenstellplatz in der Neustadt!",28201,Buntentor,37,2
11733,350 €,Schöne 2-Zimmer Wohnung in Bremerhaven!,27570,Bremerhaven,49,2
11734,275 €,Single-Wohnung in ruhiger Lage!,28717,Lesum,88,3
11735,1.175 €,"""Downtown"" - 3 Zi.-Neubauwohnung samt Außenstellplatz im Stadtkern",28195,Bremen,57,2
11736,695 €,Tolle 3 Zi Wohnung ruhige Lage in Gröpelingen Lindenhof,28237,Gröpelingen,50,2
11737,631 €,Ihre neue Wohnung: individuelle 3-Zimmer-Wohnung,28213,Neu,50,2
11738,700 €,"3 ZKB, NUR mit JOB - Hausmanagement",27568,Bremerhaven,82,3
11739,500 €,Kleine 3 Zimmer  Wohnung  in Grollad,28259,Huchting,162,7
11740,950 €,Großzügige Wohnung mit Blick auf die Weser - Bremen Blumenthal,28779,Blumenthal,65,3
11741,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,40,1
11742,380 €,2 ZKB in der Innenstadt Bremerhavens mit Fahrstuhl,27568,Bremerhaven,"32,69",1
11743,640 €,RUHIG in HORN! 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in gesuchter Sackgassenlage,28357,Borgfeld,86,3
11744,585 €,Gemütliche 3-Zimmerwohnung mit individuellem Zuschnitt in Bremen-Woltmershausen,28197,Strom,"68,23",3
11745,490 €,Dachgeschosswohning in Walle zu vermieten (Single-Wohnung),28217,Westend,90,3
11746,242 €,schöne kleine 2ZKB im DG,27580,Bremerhaven,50,3
11747,750 €,St. Magnus / Großzügige 3-Zimmer-Wohnung mit Loggia in begehrter Lage,28717,Lesum,50,2
11748,1.330 €,Wohnen im Schnoor in einer Maisonette-Wohnung mit großer Dachterrasse!,28195,Bremen,"69,03",3
11749,580 €,Tolle Maisonette-Wohnung mit 2 Balkonen und Tiefgarage am Sodenmattsee,28259,Sodenmatt,37,2
11750,445 €,schöne große 3ZKB inkl.Küche,27580,Bremerhaven,49,2
11751,823 €,Zwei Zimmer in Findorffer Tor,28215,Findorff-​Bürgerweide,88,3
11752,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,57,2
11753,425 €,Innenstadtnahe-2-Zimmerwohnung,27568,Bremerhaven,50,2
11754,1.030 €,3 Zimmer Senioren Wohnung an der Weser,28217,Handelshäfen,50,2
11755,1.900 €,Großzügige Hochparterre 7 Zimmer Wohnung / Büro / Praxis/ WG,28203,Steintor,82,3
11756,590 €,Schöne 3 Zimmerwohnung im Herzen von Schönebeck mit großzügigem Balkon,28757,Vegesack,162,7
11757,840 €,Schöne 3 Zimmer Wohnung an der Uni ink. Tiefgaragenstellplatz,28359,Horn,65,3
11758,350 €,1-Zimmer-Apartment mit Flair und Blick ins Grüne,28717,Lesum,40,1
11759,1.200 €,"""Blueline"" - 4 Zi.-Neubauwohnung samt Außenstellplatz in der Neustadt!",28201,Buntentor,"32,69",1
11760,350 €,Schöne 2-Zimmer Wohnung in Bremerhaven!,27570,Bremerhaven,86,3
11761,275 €,Single-Wohnung in ruhiger Lage!,28717,Lesum,"68,23",3
11762,1.175 €,"""Downtown"" - 3 Zi.-Neubauwohnung samt Außenstellplatz im Stadtkern",28195,Bremen,90,3
11763,695 €,Tolle 3 Zi Wohnung ruhige Lage in Gröpelingen Lindenhof,28237,Gröpelingen,50,3
11764,631 €,Ihre neue Wohnung: individuelle 3-Zimmer-Wohnung,28213,Neu,50,2
11765,700 €,"3 ZKB, NUR mit JOB - Hausmanagement",27568,Bremerhaven,"69,03",3
11766,500 €,Kleine 3 Zimmer  Wohnung  in Grollad,28259,Huchting,37,2
11767,950 €,Großzügige Wohnung mit Blick auf die Weser - Bremen Blumenthal,28779,Blumenthal,49,2
11768,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,88,3
11769,380 €,2 ZKB in der Innenstadt Bremerhavens mit Fahrstuhl,27568,Bremerhaven,57,2
11770,640 €,RUHIG in HORN! 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in gesuchter Sackgassenlage,28357,Borgfeld,50,2
11771,585 €,Gemütliche 3-Zimmerwohnung mit individuellem Zuschnitt in Bremen-Woltmershausen,28197,Strom,50,2
11772,490 €,Dachgeschosswohning in Walle zu vermieten (Single-Wohnung),28217,Westend,82,3
11773,242 €,schöne kleine 2ZKB im DG,27580,Bremerhaven,162,7
11774,750 €,St. Magnus / Großzügige 3-Zimmer-Wohnung mit Loggia in begehrter Lage,28717,Lesum,65,3
11775,1.330 €,Wohnen im Schnoor in einer Maisonette-Wohnung mit großer Dachterrasse!,28195,Bremen,40,1
11776,580 €,Tolle Maisonette-Wohnung mit 2 Balkonen und Tiefgarage am Sodenmattsee,28259,Sodenmatt,"32,69",1
11777,445 €,schöne große 3ZKB inkl.Küche,27580,Bremerhaven,86,3
11778,823 €,Zwei Zimmer in Findorffer Tor,28215,Findorff-​Bürgerweide,"68,23",3
11779,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,90,3
11780,425 €,Innenstadtnahe-2-Zimmerwohnung,27568,Bremerhaven,50,3
11781,1.030 €,3 Zimmer Senioren Wohnung an der Weser,28217,Handelshäfen,50,2
11782,1.900 €,Großzügige Hochparterre 7 Zimmer Wohnung / Büro / Praxis/ WG,28203,Steintor,"69,03",3
11783,590 €,Schöne 3 Zimmerwohnung im Herzen von Schönebeck mit großzügigem Balkon,28757,Vegesack,37,2
11784,840 €,Schöne 3 Zimmer Wohnung an der Uni ink. Tiefgaragenstellplatz,28359,Horn,49,2
11785,350 €,1-Zimmer-Apartment mit Flair und Blick ins Grüne,28717,Lesum,88,3
11786,1.200 €,"""Blueline"" - 4 Zi.-Neubauwohnung samt Außenstellplatz in der Neustadt!",28201,Buntentor,57,2
11787,350 €,Schöne 2-Zimmer Wohnung in Bremerhaven!,27570,Bremerhaven,50,2
11788,275 €,Single-Wohnung in ruhiger Lage!,28717,Lesum,50,2
11789,1.175 €,"""Downtown"" - 3 Zi.-Neubauwohnung samt Außenstellplatz im Stadtkern",28195,Bremen,82,3
11790,695 €,Tolle 3 Zi Wohnung ruhige Lage in Gröpelingen Lindenhof,28237,Gröpelingen,162,7
11791,631 €,Ihre neue Wohnung: individuelle 3-Zimmer-Wohnung,28213,Neu,65,3
11792,700 €,"3 ZKB, NUR mit JOB - Hausmanagement",27568,Bremerhaven,40,1
11793,500 €,Kleine 3 Zimmer  Wohnung  in Grollad,28259,Huchting,"32,69",1
11794,950 €,Großzügige Wohnung mit Blick auf die Weser - Bremen Blumenthal,28779,Blumenthal,86,3
11795,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,"68,23",3
11796,380 €,2 ZKB in der Innenstadt Bremerhavens mit Fahrstuhl,27568,Bremerhaven,90,3
11797,640 €,RUHIG in HORN! 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in gesuchter Sackgassenlage,28357,Borgfeld,50,3
11798,585 €,Gemütliche 3-Zimmerwohnung mit individuellem Zuschnitt in Bremen-Woltmershausen,28197,Strom,50,2
11799,490 €,Dachgeschosswohning in Walle zu vermieten (Single-Wohnung),28217,Westend,"69,03",3
11800,242 €,schöne kleine 2ZKB im DG,27580,Bremerhaven,37,2
11801,750 €,St. Magnus / Großzügige 3-Zimmer-Wohnung mit Loggia in begehrter Lage,28717,Lesum,49,2
11802,1.330 €,Wohnen im Schnoor in einer Maisonette-Wohnung mit großer Dachterrasse!,28195,Bremen,88,3
11803,580 €,Tolle Maisonette-Wohnung mit 2 Balkonen und Tiefgarage am Sodenmattsee,28259,Sodenmatt,57,2
11804,445 €,schöne große 3ZKB inkl.Küche,27580,Bremerhaven,50,2
11805,823 €,Zwei Zimmer in Findorffer Tor,28215,Findorff-​Bürgerweide,50,2
11806,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,82,3
11807,425 €,Innenstadtnahe-2-Zimmerwohnung,27568,Bremerhaven,162,7
11808,1.030 €,3 Zimmer Senioren Wohnung an der Weser,28217,Handelshäfen,65,3
11809,1.900 €,Großzügige Hochparterre 7 Zimmer Wohnung / Büro / Praxis/ WG,28203,Steintor,40,1
11810,590 €,Schöne 3 Zimmerwohnung im Herzen von Schönebeck mit großzügigem Balkon,28757,Vegesack,"32,69",1
11811,840 €,Schöne 3 Zimmer Wohnung an der Uni ink. Tiefgaragenstellplatz,28359,Horn,86,3
11812,350 €,1-Zimmer-Apartment mit Flair und Blick ins Grüne,28717,Lesum,"68,23",3
11813,1.200 €,"""Blueline"" - 4 Zi.-Neubauwohnung samt Außenstellplatz in der Neustadt!",28201,Buntentor,90,3
11814,350 €,Schöne 2-Zimmer Wohnung in Bremerhaven!,27570,Bremerhaven,50,3
11815,275 €,Single-Wohnung in ruhiger Lage!,28717,Lesum,50,2
11816,1.175 €,"""Downtown"" - 3 Zi.-Neubauwohnung samt Außenstellplatz im Stadtkern",28195,Bremen,"69,03",3
11817,695 €,Tolle 3 Zi Wohnung ruhige Lage in Gröpelingen Lindenhof,28237,Gröpelingen,37,2
11818,631 €,Ihre neue Wohnung: individuelle 3-Zimmer-Wohnung,28213,Neu,49,2
11819,700 €,"3 ZKB, NUR mit JOB - Hausmanagement",27568,Bremerhaven,88,3
11820,500 €,Kleine 3 Zimmer  Wohnung  in Grollad,28259,Huchting,57,2
11821,950 €,Großzügige Wohnung mit Blick auf die Weser - Bremen Blumenthal,28779,Blumenthal,50,2
11822,425 €,lichtdurchflutete-2-Zimmerwohnung,27568,Bremerhaven,50,2
11823,380 €,2 ZKB in der Innenstadt Bremerhavens mit Fahrstuhl,27568,Bremerhaven,82,3
11824,640 €,RUHIG in HORN! 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in gesuchter Sackgassenlage,28357,Borgfeld,162,7
11825,585 €,Gemütliche 3-Zimmerwohnung mit individuellem Zuschnitt in Bremen-Woltmershausen,28197,Strom,65,3
11826,490 €,Dachgeschosswohning in Walle zu vermieten (Single-Wohnung),28217,Westend,40,1
11827,242 €,schöne kleine 2ZKB im DG,27580,Bremerhaven,"32,69",1
11828,750 €,St. Magnus / Großzügige 3-Zimmer-Wohnung mit Loggia in begehrter Lage,28717,Lesum,86,3
